id,name,address,lat,lng,category,subCategory,district,popular,iconName,somaliCategory
wda_masjidka_al_imaan_ee_qaybta_1037_1037,Masjidka Al-Imaan ee Qaybta 1037 (Jigjiga Yar),"Neighborhood community mosque and Quranic learning hub in Jigjiga Yar residential & commercial grid, Hargeisa",9.57215,44.03454,Mosques (Masaajidda),place_of_worship,Jigjiga Yar,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__1038,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 1038 (Ahmed Dhagax),"Neighborhood open-air fresh market and commercial trade zone in Ahmed Dhagax residential & commercial grid, Hargeisa",9.54798,44.04944,Markets & Malls,mall,Ahmed Dhagax,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_1039,Xarunta Ganacsiga & Supermarket ee Qaybta 1039 (150 Highway),"Modern multi-store retail grocery and provisions shopping center in 150 Highway residential & commercial grid, Hargeisa",9.57331,44.05135,Markets & Malls,mall,150 Highway,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_1040,Kaalinta Shidaalka Hass / National ee Qaybta 1040 (Shaab / Institutional District),"Service petrol station, diesel dispenser and tire service in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55354,44.05757,Fuel Stations (Kaalmaha Shidaalka),fuel,Shaab / Institutional District,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_1041,Kaalinta Shidaalka & Gaaska ee Qaybta 1041 (Maxamed Mooge),"Fuel station and LPG domestic gas distribution depot in Maxamed Mooge residential & commercial grid, Hargeisa",9.51042,44.10132,Fuel Stations (Kaalmaha Shidaalka),fuel,Maxamed Mooge,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_1042,Istaanka Gaadiidka Dadweynaha ee Qaybta 1042 (New Hargeisa),"Minibus terminal and designated passenger pick-and-drop stop in New Hargeisa residential & commercial grid, Hargeisa",9.54659,44.09441,Transport & Terminals,transit_station,New Hargeisa,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_1043,Isgoyska Weyn ee Gaadiidka ee Qaybta 1043 (Daami),"Major road intersection and inter-district transit artery in Daami residential & commercial grid, Hargeisa",9.56876,44.08151,Transport & Terminals,transit_station,Daami,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_1044,Huteelka Nasashada & Martida ee Qaybta 1044 (Shiraaqle),"Comfortable guest lodging and family dining restaurant in Shiraaqle residential & commercial grid, Hargeisa",9.55598,44.10144,Hotels & Hospitality,hotel,Shiraaqle,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_1045,Laanta ZAAD & Dahabshiil ee Qaybta 1045 (Koodbuur),"Banking kiosk, e-remittance and ZAAD cash-in center in Koodbuur residential & commercial grid, Hargeisa",9.56737,44.04248,Banks & Financial,bank,Koodbuur,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_1046,Laanta TAAJ & Edahab Express ee Qaybta 1046 (Airport Zone / Masalaha),"Financial services, money transfer and remittance desk in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.51224,44.08723,Banks & Financial,bank,Airport Zone / Masalaha,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__1047,Xafiiska Adeegga Somtel & Telesom ee Qaybta 1047 (Kilalka / Sheikh Nuur East),"Telecommunications branch, SIM registration and fiber service hub in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.56537,44.09498,Corporate & Utilities,corporate,Kilalka / Sheikh Nuur East,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_1048,Xarunta Korontada Sompower ee Qaybta 1048 (Goljano District),"District electrical distribution and bill payment center in Goljano District residential & commercial grid, Hargeisa",9.55265,44.08154,Corporate & Utilities,utility,Goljano District,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_1049,Xafiiska Waaxda Dowladda Hoose ee Qaybta 1049 (Biyo Dhacay Area),"Municipal sub-office and local civic administration center in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55054,44.07457,Government & Civic,government,Biyo Dhacay Area,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__1050,Xaafada Deganaanshaha ee Qaybta 1050 (Xero Awr / Hero Awr),"Quiet residential enclave and community living sector in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56035,44.04904,Xaafadaha (Districts),neighborhood,Xero Awr / Hero Awr,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_1051,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 1051 (Downtown Waheen),"Specialized neighborhood clinic & emergency health post in Downtown Waheen residential & commercial grid, Hargeisa",9.56522,44.0715,Hospitals & Healthcare,hospital,Downtown Waheen,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_1052,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 1052 (Jigjiga Yar),"Maternal and child care dispensary center in Jigjiga Yar residential & commercial grid, Hargeisa",9.58203,44.03937,Hospitals & Healthcare,hospital,Jigjiga Yar,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_1053,Farmasiga Shacabka & Caafimaadka ee Qaybta 1053 (Ahmed Dhagax),"24/7 community pharmacy and dispensary outpost in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55983,44.05525,Hospitals & Healthcare,hospital,Ahmed Dhagax,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_1054,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 1054 (150 Highway),"Public primary & intermediate school campus in 150 Highway residential & commercial grid, Hargeisa",9.58714,44.05812,Schools & Universities,school,150 Highway,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_1055,Akadeemiyada Casriga ah ee Qaybta 1055 (Shaab / Institutional District),"Modern high school and STEM educational institute in Shaab / Institutional District residential & commercial grid, Hargeisa",9.56276,44.06208,Schools & Universities,school,Shaab / Institutional District,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__1056,Machadka Tababarka Xirfadaha ee Qaybta 1056 (Maxamed Mooge),"Vocational and technical training college center in Maxamed Mooge residential & commercial grid, Hargeisa",9.52491,44.10841,Schools & Universities,university,Maxamed Mooge,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_1057__1057,Masjidka Jaamaca ee Qaybta 1057 (New Hargeisa),"Congregational Friday mosque with community prayer hall in New Hargeisa residential & commercial grid, Hargeisa",9.5591,44.10054,Mosques (Masaajidda),place_of_worship,New Hargeisa,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_1058_1058,Masjidka Al-Imaan ee Qaybta 1058 (Daami),"Neighborhood community mosque and Quranic learning hub in Daami residential & commercial grid, Hargeisa",9.5793,44.08666,Mosques (Masaajidda),place_of_worship,Daami,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__1059,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 1059 (Shiraaqle),"Neighborhood open-air fresh market and commercial trade zone in Shiraaqle residential & commercial grid, Hargeisa",9.56783,44.10725,Markets & Malls,mall,Shiraaqle,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_1060,Xarunta Ganacsiga & Supermarket ee Qaybta 1060 (Koodbuur),"Modern multi-store retail grocery and provisions shopping center in Koodbuur residential & commercial grid, Hargeisa",9.57856,44.04795,Markets & Malls,mall,Koodbuur,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_1061,Kaalinta Shidaalka Hass / National ee Qaybta 1061 (Airport Zone / Masalaha),"Service petrol station, diesel dispenser and tire service in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.52871,44.09528,Fuel Stations (Kaalmaha Shidaalka),fuel,Airport Zone / Masalaha,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_1062,Kaalinta Shidaalka & Gaaska ee Qaybta 1062 (Kilalka / Sheikh Nuur East),"Fuel station and LPG domestic gas distribution depot in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57656,44.10045,Fuel Stations (Kaalmaha Shidaalka),fuel,Kilalka / Sheikh Nuur East,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_1063,Istaanka Gaadiidka Dadweynaha ee Qaybta 1063 (Goljano District),"Minibus terminal and designated passenger pick-and-drop stop in Goljano District residential & commercial grid, Hargeisa",9.56253,44.08637,Transport & Terminals,transit_station,Goljano District,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_1064,Isgoyska Weyn ee Gaadiidka ee Qaybta 1064 (Biyo Dhacay Area),"Major road intersection and inter-district transit artery in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55976,44.07908,Transport & Terminals,transit_station,Biyo Dhacay Area,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_1065,Huteelka Nasashada & Martida ee Qaybta 1065 (Xero Awr / Hero Awr),"Comfortable guest lodging and family dining restaurant in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.57023,44.05387,Hotels & Hospitality,hotel,Xero Awr / Hero Awr,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_1066,Laanta ZAAD & Dahabshiil ee Qaybta 1066 (Downtown Waheen),"Banking kiosk, e-remittance and ZAAD cash-in center in Downtown Waheen residential & commercial grid, Hargeisa",9.56195,44.06319,Banks & Financial,bank,Downtown Waheen,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_1067,Laanta TAAJ & Edahab Express ee Qaybta 1067 (Jigjiga Yar),"Financial services, money transfer and remittance desk in Jigjiga Yar residential & commercial grid, Hargeisa",9.57794,44.02899,Banks & Financial,bank,Jigjiga Yar,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__1068,Xafiiska Adeegga Somtel & Telesom ee Qaybta 1068 (Ahmed Dhagax),"Telecommunications branch, SIM registration and fiber service hub in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55493,44.04279,Corporate & Utilities,corporate,Ahmed Dhagax,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_1069,Xarunta Korontada Sompower ee Qaybta 1069 (150 Highway),"District electrical distribution and bill payment center in 150 Highway residential & commercial grid, Hargeisa",9.58142,44.04359,Corporate & Utilities,utility,150 Highway,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_1070,Xafiiska Waaxda Dowladda Hoose ee Qaybta 1070 (Shaab / Institutional District),"Municipal sub-office and local civic administration center in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55895,44.05239,Government & Civic,government,Shaab / Institutional District,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__1071,Xaafada Deganaanshaha ee Qaybta 1071 (Maxamed Mooge),"Quiet residential enclave and community living sector in Maxamed Mooge residential & commercial grid, Hargeisa",9.51892,44.09319,Xaafadaha (Districts),neighborhood,Maxamed Mooge,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_1072,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 1072 (New Hargeisa),"Specialized neighborhood clinic & emergency health post in New Hargeisa residential & commercial grid, Hargeisa",9.55393,44.08739,Hospitals & Healthcare,hospital,New Hargeisa,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_1073,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 1073 (Daami),"Maternal and child care dispensary center in Daami residential & commercial grid, Hargeisa",9.57494,44.07559,Hospitals & Healthcare,hospital,Daami,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_1074,Farmasiga Shacabka & Caafimaadka ee Qaybta 1074 (Shiraaqle),"24/7 community pharmacy and dispensary outpost in Shiraaqle residential & commercial grid, Hargeisa",9.56293,44.09479,Hospitals & Healthcare,hospital,Shiraaqle,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_1075,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 1075 (Koodbuur),"Public primary & intermediate school campus in Koodbuur residential & commercial grid, Hargeisa",9.57393,44.03619,Schools & Universities,school,Koodbuur,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_1076,Akadeemiyada Casriga ah ee Qaybta 1076 (Airport Zone / Masalaha),"Modern high school and STEM educational institute in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.5219,44.07799,Schools & Universities,school,Airport Zone / Masalaha,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__1077,Machadka Tababarka Xirfadaha ee Qaybta 1077 (Kilalka / Sheikh Nuur East),"Vocational and technical training college center in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57193,44.08869,Schools & Universities,university,Kilalka / Sheikh Nuur East,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_1078__1078,Masjidka Jaamaca ee Qaybta 1078 (Goljano District),"Congregational Friday mosque with community prayer hall in Goljano District residential & commercial grid, Hargeisa",9.55844,44.07599,Mosques (Masaajidda),place_of_worship,Goljano District,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_1079_1079,Masjidka Al-Imaan ee Qaybta 1079 (Biyo Dhacay Area),"Neighborhood community mosque and Quranic learning hub in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55595,44.06939,Mosques (Masaajidda),place_of_worship,Biyo Dhacay Area,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__1080,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 1080 (Xero Awr / Hero Awr),"Neighborhood open-air fresh market and commercial trade zone in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56614,44.04349,Markets & Malls,mall,Xero Awr / Hero Awr,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_1081,Xarunta Ganacsiga & Supermarket ee Qaybta 1081 (Downtown Waheen),"Modern multi-store retail grocery and provisions shopping center in Downtown Waheen residential & commercial grid, Hargeisa",9.55882,44.07159,Markets & Malls,mall,Downtown Waheen,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_1082,Kaalinta Shidaalka Hass / National ee Qaybta 1082 (Jigjiga Yar),"Service petrol station, diesel dispenser and tire service in Jigjiga Yar residential & commercial grid, Hargeisa",9.57402,44.03949,Fuel Stations (Kaalmaha Shidaalka),fuel,Jigjiga Yar,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_1083,Kaalinta Shidaalka & Gaaska ee Qaybta 1083 (Ahmed Dhagax),"Fuel station and LPG domestic gas distribution depot in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55023,44.05539,Fuel Stations (Kaalmaha Shidaalka),fuel,Ahmed Dhagax,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_1084,Istaanka Gaadiidka Dadweynaha ee Qaybta 1084 (150 Highway),"Minibus terminal and designated passenger pick-and-drop stop in 150 Highway residential & commercial grid, Hargeisa",9.57593,44.05829,Transport & Terminals,transit_station,150 Highway,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_1085,Isgoyska Weyn ee Gaadiidka ee Qaybta 1085 (Shaab / Institutional District),"Major road intersection and inter-district transit artery in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55529,44.06219,Transport & Terminals,transit_station,Shaab / Institutional District,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_1086,Huteelka Nasashada & Martida ee Qaybta 1086 (Maxamed Mooge),"Comfortable guest lodging and family dining restaurant in Maxamed Mooge residential & commercial grid, Hargeisa",9.51317,44.10859,Hotels & Hospitality,hotel,Maxamed Mooge,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_1087,Laanta ZAAD & Dahabshiil ee Qaybta 1087 (New Hargeisa),"Banking kiosk, e-remittance and ZAAD cash-in center in New Hargeisa residential & commercial grid, Hargeisa",9.54896,44.10069,Banks & Financial,bank,New Hargeisa,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_1088,Laanta TAAJ & Edahab Express ee Qaybta 1088 (Daami),"Financial services, money transfer and remittance desk in Daami residential & commercial grid, Hargeisa",9.57076,44.08679,Banks & Financial,bank,Daami,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__1089,Xafiiska Adeegga Somtel & Telesom ee Qaybta 1089 (Shiraaqle),"Telecommunications branch, SIM registration and fiber service hub in Shiraaqle residential & commercial grid, Hargeisa",9.55823,44.10739,Corporate & Utilities,corporate,Shiraaqle,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_1090,Xarunta Korontada Sompower ee Qaybta 1090 (Koodbuur),"District electrical distribution and bill payment center in Koodbuur residential & commercial grid, Hargeisa",9.56949,44.04809,Corporate & Utilities,utility,Koodbuur,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_1091,Xafiiska Waaxda Dowladda Hoose ee Qaybta 1091 (Airport Zone / Masalaha),"Municipal sub-office and local civic administration center in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.51537,44.09548,Government & Civic,government,Airport Zone / Masalaha,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__1092,Xaafada Deganaanshaha ee Qaybta 1092 (Kilalka / Sheikh Nuur East),"Quiet residential enclave and community living sector in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.56749,44.10059,Xaafadaha (Districts),neighborhood,Kilalka / Sheikh Nuur East,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_1093,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 1093 (Goljano District),"Specialized neighborhood clinic & emergency health post in Goljano District residential & commercial grid, Hargeisa",9.55452,44.08649,Hospitals & Healthcare,hospital,Goljano District,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_1094,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 1094 (Biyo Dhacay Area),"Maternal and child care dispensary center in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55229,44.07919,Hospitals & Healthcare,hospital,Biyo Dhacay Area,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_1095,Farmasiga Shacabka & Caafimaadka ee Qaybta 1095 (Xero Awr / Hero Awr),"24/7 community pharmacy and dispensary outpost in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56222,44.05399,Hospitals & Healthcare,hospital,Xero Awr / Hero Awr,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_1096,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 1096 (Downtown Waheen),"Public primary & intermediate school campus in Downtown Waheen residential & commercial grid, Hargeisa",9.56676,44.06753,Schools & Universities,school,Downtown Waheen,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_1097,Akadeemiyada Casriga ah ee Qaybta 1097 (Jigjiga Yar),"Modern high school and STEM educational institute in Jigjiga Yar residential & commercial grid, Hargeisa",9.58395,44.03441,Schools & Universities,school,Jigjiga Yar,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__1098,Machadka Tababarka Xirfadaha ee Qaybta 1098 (Ahmed Dhagax),"Vocational and technical training college center in Ahmed Dhagax residential & commercial grid, Hargeisa",9.56214,44.04929,Schools & Universities,university,Ahmed Dhagax,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_1099__1099,Masjidka Jaamaca ee Qaybta 1099 (150 Highway),"Congregational Friday mosque with community prayer hall in 150 Highway residential & commercial grid, Hargeisa",9.58983,44.05118,Mosques (Masaajidda),place_of_worship,150 Highway,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_1100_1100,Masjidka Al-Imaan ee Qaybta 1100 (Shaab / Institutional District),"Neighborhood community mosque and Quranic learning hub in Shaab / Institutional District residential & commercial grid, Hargeisa",9.56455,44.05745,Mosques (Masaajidda),place_of_worship,Shaab / Institutional District,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__1101,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 1101 (Maxamed Mooge),"Neighborhood open-air fresh market and commercial trade zone in Maxamed Mooge residential & commercial grid, Hargeisa",9.52773,44.10114,Markets & Malls,mall,Maxamed Mooge,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_1102,Xarunta Ganacsiga & Supermarket ee Qaybta 1102 (New Hargeisa),"Modern multi-store retail grocery and provisions shopping center in New Hargeisa residential & commercial grid, Hargeisa",9.56154,44.09425,Markets & Malls,mall,New Hargeisa,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_1103,Kaalinta Shidaalka Hass / National ee Qaybta 1103 (Daami),"Service petrol station, diesel dispenser and tire service in Daami residential & commercial grid, Hargeisa",9.58135,44.08137,Fuel Stations (Kaalmaha Shidaalka),fuel,Daami,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_1104,Kaalinta Shidaalka & Gaaska ee Qaybta 1104 (Shiraaqle),"Fuel station and LPG domestic gas distribution depot in Shiraaqle residential & commercial grid, Hargeisa",9.57014,44.10129,Fuel Stations (Kaalmaha Shidaalka),fuel,Shiraaqle,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_1105,Istaanka Gaadiidka Dadweynaha ee Qaybta 1105 (Koodbuur),"Minibus terminal and designated passenger pick-and-drop stop in Koodbuur residential & commercial grid, Hargeisa",9.58074,44.04233,Transport & Terminals,transit_station,Koodbuur,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_1106,Isgoyska Weyn ee Gaadiidka ee Qaybta 1106 (Airport Zone / Masalaha),"Major road intersection and inter-district transit artery in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.53192,44.08702,Transport & Terminals,transit_station,Airport Zone / Masalaha,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_1107,Huteelka Nasashada & Martida ee Qaybta 1107 (Kilalka / Sheikh Nuur East),"Comfortable guest lodging and family dining restaurant in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57874,44.09483,Hotels & Hospitality,hotel,Kilalka / Sheikh Nuur East,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_1108,Laanta ZAAD & Dahabshiil ee Qaybta 1108 (Goljano District),"Banking kiosk, e-remittance and ZAAD cash-in center in Goljano District residential & commercial grid, Hargeisa",9.56445,44.08141,Banks & Financial,bank,Goljano District,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_1109,Laanta TAAJ & Edahab Express ee Qaybta 1109 (Biyo Dhacay Area),"Financial services, money transfer and remittance desk in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.56155,44.07445,Banks & Financial,bank,Biyo Dhacay Area,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__1110,Xafiiska Adeegga Somtel & Telesom ee Qaybta 1110 (Xero Awr / Hero Awr),"Telecommunications branch, SIM registration and fiber service hub in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.57215,44.04891,Corporate & Utilities,corporate,Xero Awr / Hero Awr,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_1111,Xarunta Korontada Sompower ee Qaybta 1111 (Downtown Waheen),"District electrical distribution and bill payment center in Downtown Waheen residential & commercial grid, Hargeisa",9.55816,44.06507,Corporate & Utilities,utility,Downtown Waheen,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_1112,Xafiiska Waaxda Dowladda Hoose ee Qaybta 1112 (Jigjiga Yar),"Municipal sub-office and local civic administration center in Jigjiga Yar residential & commercial grid, Hargeisa",9.5732,44.03134,Government & Civic,government,Jigjiga Yar,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__1113,Xaafada Deganaanshaha ee Qaybta 1113 (Ahmed Dhagax),"Quiet residential enclave and community living sector in Ahmed Dhagax residential & commercial grid, Hargeisa",9.54924,44.04561,Xaafadaha (Districts),neighborhood,Ahmed Dhagax,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_1114,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 1114 (150 Highway),"Specialized neighborhood clinic & emergency health post in 150 Highway residential & commercial grid, Hargeisa",9.57478,44.04688,Hospitals & Healthcare,hospital,150 Highway,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_1115,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 1115 (Shaab / Institutional District),"Maternal and child care dispensary center in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55452,44.05459,Hospitals & Healthcare,hospital,Shaab / Institutional District,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_1116,Farmasiga Shacabka & Caafimaadka ee Qaybta 1116 (Maxamed Mooge),"24/7 community pharmacy and dispensary outpost in Maxamed Mooge residential & commercial grid, Hargeisa",9.51196,44.09663,Hospitals & Healthcare,hospital,Maxamed Mooge,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_1117,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 1117 (New Hargeisa),"Public primary & intermediate school campus in New Hargeisa residential & commercial grid, Hargeisa",9.54792,44.09037,Schools & Universities,school,New Hargeisa,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_1118,Akadeemiyada Casriga ah ee Qaybta 1118 (Daami),"Modern high school and STEM educational institute in Daami residential & commercial grid, Hargeisa",9.56988,44.0781,Schools & Universities,school,Daami,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__1119,Machadka Tababarka Xirfadaha ee Qaybta 1119 (Shiraaqle),"Vocational and technical training college center in Shiraaqle residential & commercial grid, Hargeisa",9.55724,44.09761,Schools & Universities,university,Shiraaqle,False,GraduationCap,Jaamacadaha & Kuliyadaha
